Colony	Reef	Mean_Control_Proportion	Mean_34_Proportion	Mean_34.5_Proportion	Mean_35_Proportion	Mean_Heated_Proportion	ControlVBSEnd	Retention	Depth	Group	North	Forereef	Proportion_Percent_Remaining_34	Proportion_Percent_Remaining_34.5	Proportion_Percent_Remaining_35	Mean_Heated_VBS_Initial	Mean_Heated_VBS_Day_1	Mean_Heated_VBS_Day_2	Mean_Control_VBS_Initial	Mean_Control_VBS_Day_1	Mean_Control_VBS_Day_2	Mean_34_VBS_Day_1	Mean_34_VBS_Day_2	Mean_34.5_VBS_Day_1	Mean_34.5_VBS_Day_2	Mean_35_VBS_Day_1	Mean_35_VBS_Day_2	Temperature	MaxTemp	TempVariances	Proportion_VBS_Remaining_Control_Day_1	Proportion_VBS_Remaining_Control_Day_2	Proportion_VBS_Remaining_Heated_Day_1	Proportion_VBS_Remaining_Heated_Day_2	Heated.Mean.VBS.2	VBS.Delta	Final.Heated.VBS.Bleaching.Criterion	Top	Bottom	Mean_Percent_VBS_Reamining_Heated	Mean_Percent_Proportion_Reamining_Heated	Percent_VBS_Remaining_35_Day_1	Percent_VBS_Remaining_35_Day_2	Percent_VBS_Remaining_34_Day_1	Percent_VBS_Remaining_34_Day_2	Percent_VBS_Remaining_34.5_Day_1	Percent_VBS_Remaining_34.5_Day_2	Residuals	Growth	Size	GroupFactor	Temp32
99	19	0.082409553	0.04003598	0.046709591	0.018344652	0.036281551	2.666666667	0.440259038	1.494874128	2	0	0	0.485817216	0.566798257	0.222603462	1.333333333	3.666666667	4	1.75	1.75	2.5	2	3	4	4	5	5	1412.666667	32.086	0.295971991	1	0.7	0.363636364	0.333333333	4	-1.5	0	0	0	0.625	0.425072978	0.5	0.5	1.25	0.833333333	0.625	0.625	-0.193143721	NA	NA	2	1.333333333
101	23	0.074670853	0.058868197	0.064471543	0.03388159	0.05240711	1	0.701841588	2.5795808	3	0	0	0.788369155	0.863409751	0.453745859	1.333333333	3	2.666666667	1	1.5	1	3	2	3	3	3	3	3101.75	33.43	0.420073784	0.666666667	1	0.444444444	0.5	2.666666667	-1.666666667	1	0	0	0.375	0.701841588	0.333333333	0.333333333	0.333333333	0.5	0.333333333	0.333333333	0.066452103	1.050450516	3.287657296	3	185
102	23	0.062140184	0.069335164	0.063521724	NA	0.066428444	2	1.069009457	2.5795808	3	0	0	1.115786277	1.022232637	NA	2	4	4	2	2	2	3	3	4	4	5	5	3101.75	33.43	0.420073784	1	1	0.5	0.5	4	-2	0	1	0	0.5	1.069009457	0.4	0.4	0.666666667	0.666666667	0.5	0.5	0.405813426	1.048030934	3.212447975	3	185
103	23	0.070821833	0.012809163	0.017081887	NA	0.014945525	2	0.211029907	3.1795808	3	0	0	0.180864607	0.241195206	NA	3	4.333333333	4.666666667	2	3	2	4	4	4	5	5	5	3101.75	33.43	0.420073784	0.666666667	1	0.692307692	0.642857143	4.666666667	-2.666666667	0	0	1	0.428571429	0.211029907	0.4	0.4	0.5	0.5	0.5	0.4	-0.43290086	1.014983203	3.572029695	3	185
104	23	0.071861488	0.066222573	0.081421437	NA	0.073822005	2	1.027281882	2.7795808	3	0	0	0.92153077	1.133032994	NA	1.833333333	3	3	1	2	2	2	2	3	3	4	4	3101.75	33.43	0.420073784	0.5	0.5	0.611111111	0.611111111	3	-1	1	1	0	0.666666667	1.027281882	0.5	0.5	1	1	0.666666667	0.666666667	0.385658194	0.982456054	2.589434373	3	185
110	23	0.094947967	0.081287691	0.073287888	0.053410848	0.069328809	2.5	0.73017687	NA	3	0	0	0.856128827	0.771874221	0.562527561	1	2.666666667	3.333333333	2	2.5	2.5	2	3	3	3	3	4	3101.75	33.43	0.420073784	0.8	0.8	0.375	0.3	3.333333333	-0.833333333	1	0	0	0.75	0.73017687	0.833333333	0.625	1.25	0.833333333	0.833333333	0.833333333	0.1397839	NA	NA	3	185
111	24	0.106717725	0.108296162	0.088033742	0.029102685	0.075144196	2	0.704139788	NA	3	0	0	1.014790767	0.824921464	0.272707134	1.333333333	1.666666667	2.666666667	2	2	2	1	2	2	3	2	3	3204.5	32.807	0.422575464	1	1	0.8	0.5	2.666666667	-0.666666667	1	0	0	0.75	0.704139788	1	0.666666667	2	1	1	0.666666667	0.13986484	NA	NA	3	165.5
112	24	0.098850696	0.082011951	0.036946502	NA	0.100922719	2	1.020961141	2.0339626	3	0	0	0.829654763	0.373760671	1.85946799	2	3.333333333	3.666666667	2	2	2	3	3	3	3	4	5	3204.5	32.807	0.422575464	1	1	0.6	0.545454545	3.666666667	-1.666666667	0	1	0	0.545454545	1.020961141	0.5	0.4	0.666666667	0.666666667	0.666666667	0.666666667	0.439228635	1.124092519	2.432954564	3	165.5
114	24	0.150452927	0.074772245	0.026076808	NA	0.050424527	2	0.335151519	NA	3	0	0	0.496980995	0.173322042	NA	1.666666667	3.333333333	3.666666667	2	2	2	3	3	3	3	4	5	3204.5	32.807	0.422575464	1	1	0.5	0.454545455	3.666666667	-1.666666667	0	0	0	0.545454545	0.335151519	0.5	0.4	0.666666667	0.666666667	0.666666667	0.666666667	-0.132071564	NA	NA	3	165.5
115	24	0.095431671	0.073224517	0.083827409	0.071614008	0.076221978	2.5	0.798707361	NA	3	0	0	0.767297865	0.878402405	0.750421814	2	3	3	2	2	2.5	3	3	3	3	3	3	3204.5	32.807	0.422575464	1	0.8	0.666666667	0.666666667	3	-0.5	1	1	0	0.833333333	0.798707361	0.833333333	0.833333333	0.833333333	0.833333333	0.833333333	0.833333333	0.209387769	NA	NA	3	165.5
117	24	0.158905261	0.039547102	0.041159621	0.013132823	0.031279849	2	0.1968459	1.5339626	3	0	0	0.248872203	0.25901988	0.082645618	2	3	3.333333333	2	2	2	2	2	3	3	4	5	3204.5	32.807	0.422575464	1	1	0.666666667	0.6	3.333333333	-1.333333333	0	0	1	0.6	0.1968459	0.5	0.4	1	1	0.666666667	0.666666667	-0.251620786	1.132925017	1.884390852	3	165.5
118	24	0.123628608	0.112769065	0.160235416	0.032508742	0.101837741	2	0.823739286	2.1339626	3	0	0	0.912159957	1.296103052	0.262954848	1.666666667	2.333333333	2.666666667	2	2	2	2	2	2	2	3	4	3204.5	32.807	0.422575464	1	1	0.714285714	0.625	2.666666667	-0.666666667	1	1	0	0.75	0.823739286	0.666666667	0.5	1	1	1	1	0.296990921	1.037474047	2.635674503	3	165.5
120	24	0.05331074	0.039873374	0.100249577	0.045444574	0.061855841	2	1.160288552	2.3339626	3	0	0	0.747942605	1.880476177	0.852446873	2	2.333333333	2.333333333	2	2	2	2	2	2	2	3	3	3204.5	32.807	0.422575464	1	1	0.857142857	0.857142857	2.333333333	-0.333333333	1	1	0	0.857142857	1.160288552	0.666666667	0.666666667	1	1	1	1	0.477499288	1.130585255	2.275484739	3	165.5
121	25	0.040947126	0.029696362	0.022770245	0.007719637	0.020062081	2	0.489950896	2.5059466	3	0	0	0.725236777	0.556088963	0.188526948	2	3	3.333333333	2	2	2	3	3	3	3	3	4	2938.666667	32.394	0.378400677	1	1	0.666666667	0.6	3.333333333	-1.333333333	1	0	0	0.6	0.489950896	0.666666667	0.5	0.666666667	0.666666667	0.666666667	0.666666667	-0.220274202	1.026809595	2.834739496	3	48.33333333
126	25	0.035039256	0.034382268	0.022565677	0.018622265	0.02519007	2.5	0.718909949	NA	3	0	0	0.981249926	0.644011295	0.531468626	3	3.666666667	4	2.5	2.5	2.5	4	4	3	3	4	5	2938.666667	32.394	0.378400677	1	1	0.818181818	0.75	4	-1.5	0	0	0	0.625	0.718909949	0.625	0.5	0.625	0.625	0.833333333	0.833333333	-0.004425178	NA	NA	3	48.33333333
127	25	0.053580031	0.056569965	0.02686727	0.01355412	0.032330451	1	0.603404869	2.0059466	3	0	0	1.055803142	0.501441852	0.252969614	2	2.333333333	2.666666667	1.5	1	1	2	2	2	2	3	4	2938.666667	32.394	0.378400677	1.5	1.5	0.857142857	0.75	2.666666667	-1.666666667	1	0	0	0.375	0.603404869	0.333333333	0.25	0.5	0.5	0.5	0.5	-0.078786816	1.011299327	3.065222477	3	48.33333333
128	25	0.042595097	0.023517429	0.030697531	0.003745296	0.019320085	1.5	0.453575336	NA	3	0	0	0.55211588	0.720682272	0.087927857	2	3	3.333333333	1.5	1.5	1.5	2	2	3	3	4	5	2938.666667	32.394	0.378400677	1	1	0.666666667	0.6	3.333333333	-1.833333333	0	0	0	0.45	0.453575336	0.375	0.3	0.75	0.75	0.5	0.5	-0.252992785	NA	NA	3	48.33333333
129	25	0.103557669	0.070804163	0.078206971	0.068122312	0.072377815	2	0.698913138	1.5059466	3	0	0	0.683717236	0.755202118	0.657820059	2	2.333333333	2.666666667	2	2	2	2	2	2	2	3	4	2938.666667	32.394	0.378400677	1	1	0.857142857	0.75	2.666666667	-0.666666667	1	0	0	0.75	0.698913138	0.666666667	0.5	1	1	1	1	0.127625776	NA	NA	3	48.33333333
130	25	0.042475135	0.032757665	0.046210026	0.021300402	0.033422698	2.5	0.786876792	1.4059466	3	0	0	0.771219808	1.087931242	0.501479328	2	3	3.666666667	2	2	2.5	3	3	2	3	4	5	2938.666667	32.394	0.378400677	1	0.8	0.666666667	0.545454545	3.666666667	-1.166666667	0	1	0	0.681818182	0.786876792	0.625	0.5	0.833333333	0.833333333	1.25	0.833333333	0.080042466	1.125352016	2.635674503	3	48.33333333
139	22	0.111766939	0.085715845	0.092622882	0.06141878	0.079919169	1.5	0.715051959	3.0219986	3	0	0	0.766915916	0.82871449	0.549525471	1	2	2.333333333	1	1	1.5	2	2	2	2	2	3	2395	36.511	0.453968712	1	0.666666667	0.5	0.428571429	2.333333333	-0.833333333	1	0	0	0.642857143	0.715051959	0.75	0.5	0.75	0.75	0.75	0.75	0.161981616	0.978645779	2.461164324	3	11
141	26	0.054199964	0.043727665	0.101747987	0.045310157	0.06359527	2	1.173345228	1.180727456	3	0	0	0.80678402	1.87727036	0.835981303	2	2	2.333333333	2	2	2	2	2	2	2	2	3	3070.666667	36.187	0.588641124	1	1	1	0.857142857	2.333333333	-0.333333333	1	1	0	0.857142857	1.173345228	1	0.666666667	1	1	1	1	0.492529224	1.039022318	3.277320415	3	68.66666667
142	26	0.077824897	0.067944122	0.031397811	0.012156625	0.037166186	2.5	0.477561643	0.680727456	3	0	0	0.873038382	0.403441721	0.156204827	1.666666667	2.666666667	3.666666667	1.5	2	2.5	2	2	3	4	3	5	3070.666667	36.187	0.588641124	0.75	0.6	0.625	0.454545455	3.666666667	-1.166666667	0	0	0	0.681818182	0.477561643	0.833333333	0.5	1.25	1.25	0.833333333	0.625	-0.150828769	1.022596216	3.206806542	3	68.66666667
143	26	0.104666435	0.020618652	0.026670729	0.005409507	0.017566296	2	0.167831224	1.180727456	3	0	0	0.196993927	0.254816446	0.051683298	2	2.666666667	3.333333333	2	2	2	2	3	3	3	3	4	3070.666667	36.187	0.588641124	1	1	0.75	0.6	3.333333333	-1.333333333	1	0	1	0.6	0.167831224	0.666666667	0.5	1	0.666666667	0.666666667	0.666666667	-0.400995699	1.081139322	3.189649063	3	68.66666667
144	26	0.090287325	0.011701332	0.01177576	0.019688442	0.014388511	2.5	0.159363578	0.380727456	3	0	0	0.129601053	0.130425391	0.218064291	1.666666667	2.666666667	3	2	2.5	2.5	2	2	3	4	3	3	3070.666667	36.187	0.588641124	0.8	0.8	0.625	0.555555556	3	-0.5	1	0	1	0.833333333	0.159363578	0.833333333	0.833333333	1.25	1.25	0.833333333	0.625	-0.441371723	1.059949327	3.234638843	3	68.66666667
145	26	0.082049409	0.137343486	0.086162453	0.08980588	0.104437273	2.5	1.272858329	0.080727456	3	0	0	1.673911952	1.050128879	1.094534156	2	2.666666667	3	2	2.5	2.5	2	2	3	3	3	4	3070.666667	36.187	0.588641124	0.8	0.8	0.75	0.666666667	3	-0.5	1	1	0	0.833333333	1.272858329	0.833333333	0.625	1.25	1.25	0.833333333	0.833333333	0.65384244	1.038964628	3.065222477	3	68.66666667
146	26	0.120699374	0.150537902	0.069409512	0.048168242	0.089371885	2	0.74045028	1.380727456	3	0	0	1.247213609	0.575061075	0.399076155	2	3	3.333333333	2	2	2	2	2	3	3	4	5	3070.666667	36.187	0.588641124	1	1	0.666666667	0.6	3.333333333	-1.333333333	0	1	0	0.6	0.74045028	0.5	0.4	1	1	0.666666667	0.666666667	0.207201715	1.036087538	3.437654643	3	68.66666667
148	26	0.062962782	0.036261538	NA	0.007293397	0.09463937	2	1.503100203	0.380727456	3	0	0	0.575920208	3.817543768	0.115836634	1.666666667	2.666666667	3	1	1.5	2	2	2	2	2	4	5	3070.666667	36.187	0.588641124	0.666666667	0.5	0.625	0.555555556	3	-1	0	1	0	0.666666667	1.503100203	0.5	0.4	1	1	1	1	0.841729583	1.091309049	3.553578646	3	68.66666667
149	26	0.082871452	NA	0.119157562	0.093255402	0.119747694	2.5	1.444981241	0.480727456	3	0	0	1.771781652	1.437860182	1.125301889	2	2.666666667	3	2	2.5	2.5	2	3	2	2	4	4	3070.666667	36.187	0.588641124	0.8	0.8	0.75	0.666666667	3	-0.5	1	1	0	0.833333333	1.444981241	0.625	0.625	1.25	0.833333333	1.25	1.25	0.827789532	1.171711126	2.488449005	3	68.66666667
150	26	0.057011464	0.104495285	0.011583605	0.000989246	0.039022712	2	0.684471329	0.780727456	3	0	0	1.83288199	0.203180285	0.017351712	2	3.333333333	3.666666667	2	2	2	3	3	3	3	4	5	3070.666667	36.187	0.588641124	1	1	0.6	0.545454545	3.666666667	-1.666666667	0	0	0	0.545454545	0.684471329	0.5	0.4	0.666666667	0.666666667	0.666666667	0.666666667	0.009894264	1.086043884	3.212447975	3	68.66666667
151	27	0.261167476	0.021590094	0.0229134	0.014849891	0.019784462	2	0.075753926	NA	3	0	0	0.08266762	0.087734509	0.056859648	1.666666667	2.333333333	2.666666667	2	2	2	2	2	2	2	3	4	3044.5	39.276	0.578813582	1	1	0.714285714	0.625	2.666666667	-0.666666667	1	0	1	0.75	0.075753926	0.666666667	0.5	1	1	1	1	-0.145784832	NA	NA	3	137.5
152	27	0.204955304	0.210267208	0.035856246	0.008302882	0.084808779	1.5	0.413791578	-0.0540734	3	0	0	1.025917378	0.174946661	0.040510695	2	2.333333333	2.666666667	1.5	1.5	1.5	2	2	2	2	3	4	3044.5	39.276	0.578813582	1	1	0.857142857	0.75	2.666666667	-1.166666667	1	0	0	0.5625	0.413791578	0.5	0.375	0.75	0.75	0.75	0.75	0.067513573	1.092118694	2.902704457	3	137.5
153	27	0.083243816	0.074122017	0.018968807	0.001255587	0.031448803	2	0.377791469	0.9459266	3	0	0	0.890420702	0.22787046	0.015083246	1.666666667	2.666666667	3.333333333	1.5	2	2	2	3	3	3	3	4	3044.5	39.276	0.578813582	0.75	0.75	0.625	0.5	3.333333333	-1.333333333	1	0	0	0.6	0.377791469	0.666666667	0.5	1	0.666666667	0.666666667	0.666666667	-0.238573936	1.090626082	3.09164083	3	137.5
154	27	0.102364389	0.130833113	0.083001047	NA	0.10691708	2.5	1.044475337	0.3459266	3	0	0	1.278111595	0.81083908	NA	2	2.666666667	3.666666667	2	2	2.5	2	2	3	4	3	5	3044.5	39.276	0.578813582	1	0.8	0.75	0.545454545	3.666666667	-1.166666667	0	1	0	0.681818182	1.044475337	0.833333333	0.5	1.25	1.25	0.833333333	0.625	0.470539994	1.110295975	3.065222477	3	137.5
155	27	0.158916654	0.071487105	0.115191763	NA	0.093339434	2	0.587348345	0.8459266	3	0	0	0.449840235	0.724856454	NA	2	2.333333333	3.333333333	2	2	2	2	2	2	3	3	5	3044.5	39.276	0.578813582	1	1	0.857142857	0.6	3.333333333	-1.333333333	0	0	0	0.6	0.587348345	0.666666667	0.4	1	1	1	0.666666667	0.138906941	1.07009427	3.375328648	3	137.5
156	27	0.07425113	0.040927103	0.002180304	0.015872835	0.019660081	2	0.2647782	-0.2540734	3	0	0	0.55119838	0.029363918	0.213772302	2	3.666666667	4.333333333	2	2	2	4	4	3	4	4	5	3044.5	39.276	0.578813582	1	1	0.545454545	0.461538462	4.333333333	-2.333333333	0	0	1	0.461538462	0.2647782	0.5	0.4	0.5	0.5	0.666666667	0.5	-0.371542684	0.960653425	3.511486038	3	137.5
157	27	0.22369321	0.144697948	NA	0.056497512	0.149971986	1	0.670436021	0.7459266	3	0	0	0.646858919	1.111882192	0.252566951	1.333333333	1.333333333	2.333333333	2	1	1	1	2	1	2	2	3	3044.5	39.276	0.578813582	2	2	1	0.571428571	2.333333333	-1.333333333	1	0	0	0.428571429	0.670436021	0.5	0.333333333	1	0.5	1	0.5	0.365738909	1.101327508	2.679479787	3	137.5
158	27	0.070079262	0.090419773	0.012160899	9.22E-09	0.03419356	2	0.48792695	1.8459266	3	0	0	1.290250079	0.173530639	1.31E-07	2	3.333333333	3.666666667	1.5	1.5	2	3	3	3	3	4	5	3044.5	39.276	0.578813582	1	0.75	0.6	0.545454545	3.666666667	-1.666666667	0	0	0	0.545454545	0.48792695	0.5	0.4	0.666666667	0.666666667	0.666666667	0.666666667	-0.15765164	0.961522205	2.081091899	3	137.5
159	27	0.147051535	0.201338971	0.256317965	0.044081532	0.167246156	1	1.137330233	0.0459266	3	0	0	1.369172866	1.743048555	0.299769278	1.333333333	1.666666667	1.666666667	1	1	1	1	1	1	1	3	3	3044.5	39.276	0.578813582	1	1	0.8	0.8	1.666666667	-0.666666667	1	1	0	0.6	1.137330233	0.333333333	0.333333333	1	1	1	1	0.662559193	1.022393045	3.212447975	3	137.5
160	27	0.185450451	0.061474053	0.053201207	0.000672549	0.03844927	1.5	0.207329072	0.9459266	3	0	0	0.331485053	0.286875589	0.003626572	1.666666667	2.333333333	2.666666667	1.5	1.5	1.5	1	2	2	2	4	4	3044.5	39.276	0.578813582	1	1	0.714285714	0.625	2.666666667	-1.166666667	1	0	1	0.5625	0.207329072	0.375	0.375	1.5	0.75	0.75	0.75	-0.182231742	NA	NA	3	137.5
161	51	0.125709809	NA	0.02851863	NA	0.064263007	2.6	0.511201212	4.953470168	5	0	1	0.937711804	0.226860818	NA	1.333333333	4.333333333	5	1	2	2.5	4	5	5	5	4	5	1221	32.6	0.452395965	0.5	0.4	0.307692308	0.266666667	5	-2.5	0	0	0	0.5	0.582286311	0.625	0.5	0.625	0.5	0.5	0.5	0.060156298	NA	NA	5	24
162	51	0.18950665	0	0.016858398	NA	0.008429199	2	0.044479701	NA	5	0	1	0	0.088959401	NA	1.333333333	4.333333333	5	1	1.5	2	3	5	5	5	5	5	1221	32.6	0.452395965	0.666666667	0.5	0.307692308	0.266666667	5	-3	0	0	1	0.4	0.044479701	0.4	0.4	0.666666667	0.4	0.4	0.4	-0.336080086	NA	NA	5	24
163	51	0.128457455	0.044263704	0.026525982	NA	0.035394843	2	0.275537473	1.953470168	5	0	1	0.344578705	0.206496241	NA	1	3.333333333	4	1	1.5	2	3	3	3	4	4	5	1221	32.6	0.452395965	0.666666667	0.5	0.3	0.25	4	-2	0	0	1	0.5	0.275537473	0.5	0.4	0.666666667	0.666666667	0.666666667	0.5	-0.240495297	NA	NA	5	24
164	51	0.207660595	0.076158157	0.027070176	NA	0.051614167	2	0.248550605	NA	5	0	1	0.366743421	0.130357789	NA	1	3	3.333333333	1	1.5	2	2	2	3	3	4	5	1221	32.6	0.452395965	0.666666667	0.5	0.333333333	0.3	3.333333333	-1.333333333	0	0	1	0.6	0.248550605	0.5	0.4	1	1	0.666666667	0.666666667	-0.091724146	NA	NA	5	24
166	51	0.054337246	0.037176867	0.056521613	0.015898086	0.036532189	2	0.672323163	1.853470168	5	0	1	0.684187558	1.040200184	0.292581747	2.333333333	3.666666667	3.666666667	2	1.5	2	3	3	3	3	5	5	1221	32.6	0.452395965	1.333333333	1	0.636363636	0.636363636	3.666666667	-1.666666667	0	0	0	0.545454545	0.672323163	0.4	0.4	0.666666667	0.666666667	0.666666667	0.666666667	-0.008188203	NA	NA	5	24
167	51	0.093049144	0.051707251	0.067919538	NA	0.059813394	2.5	0.642815091	4.753470168	5	0	1	0.555698295	0.729931887	NA	2.333333333	3.333333333	3.666666667	2.5	2.5	2.5	3	3	3	3	4	5	1221	32.6	0.452395965	1	1	0.7	0.636363636	3.666666667	-1.166666667	0	0	0	0.681818182	0.642815091	0.625	0.5	0.833333333	0.833333333	0.833333333	0.833333333	0.048208484	NA	NA	5	24
168	51	0.048644362	0.026161871	0.057254883	NA	0.041708377	2	0.857414413	3.853470168	5	0	1	0.537819188	1.177009638	NA	2.333333333	4.333333333	5	2	2	2	4	5	4	5	5	5	1221	32.6	0.452395965	1	1	0.538461538	0.466666667	5	-3	0	1	0	0.4	0.857414413	0.4	0.4	0.5	0.4	0.5	0.4	0.164270089	NA	NA	5	24
171	52	0.049979375	0.038596692	0.026582105	0.029057059	0.031411952	2.5	0.628498295	1.881857318	5	0	1	0.772252391	0.531861496	0.581380999	1.666666667	3.333333333	3.333333333	1.5	2	2.5	3	3	3	3	4	4	NA	NA	NA	0.75	0.6	0.5	0.5	3.333333333	-0.833333333	1	0	0	0.75	0.628498295	0.625	0.625	0.833333333	0.833333333	0.833333333	0.833333333	-0.061683531	NA	NA	5	NA
176	52	0.06011486	0.0240957	0.025048028	NA	0.024571864	2	0.408748579	NA	5	0	1	0.400827676	0.416669482	NA	2.666666667	3	3.333333333	2	2	2	2	2	3	3	4	5	NA	NA	NA	1	1	0.888888889	0.8	3.333333333	-1.333333333	0	0	0	0.6	0.408748579	0.5	0.4	1	1	0.666666667	0.666666667	-0.258941805	NA	NA	5	NA
177	52	0.084360333	0.081736532	0.041590049	NA	0.061663291	2.5	0.730951245	0.981857318	5	0	1	0.96889769	0.493004801	NA	3	3.333333333	3.333333333	2	2	2.5	2	2	3	3	5	5	NA	NA	NA	1	0.8	0.9	0.9	3.333333333	-0.833333333	0	0	0	0.75	0.730951245	0.5	0.5	1.25	1.25	0.833333333	0.833333333	0.117063481	1.015809415	2.275484739	5	NA
178	52	0.083776586	0.028507925	0.100939278	NA	0.064723602	2	0.772573873	1.281857318	5	0	1	0.340285113	1.204862634	NA	2.333333333	2.333333333	3.666666667	1.5	1.5	2	2	4	2	2	3	5	NA	NA	NA	1	0.75	1	0.636363636	3.666666667	-1.666666667	0	1	0	0.545454545	0.772573873	0.666666667	0.4	1	0.5	1	1	0.157390728	1.02050922	2.123773472	5	NA
179	52	0.0931499	0.115627966	0.025913114	0.030436323	0.057325801	2.5	0.61541452	5.181857318	5	0	1	1.241310677	0.278187247	0.326745637	2.666666667	3.333333333	3.333333333	2.5	2.5	2.5	3	3	3	3	4	4	NA	NA	NA	1	1	0.8	0.8	3.333333333	-0.833333333	1	0	0	0.75	0.61541452	0.625	0.625	0.833333333	0.833333333	0.833333333	0.833333333	0.021031498	1.087429091	2.309453057	5	NA
201	30	0.051696964	0.03459247	0.026190037	0.002262484	0.021014997	2	0.406503499	NA	4	1	0	0.669139285	0.506606859	0.043764354	2	4	4.666666667	2	2	2	3	4	5	5	4	5	NA	NA	NA	1	1	0.5	0.428571429	4.666666667	-2.666666667	0	0	0	0.428571429	0.406503499	0.5	0.4	0.666666667	0.5	0.4	0.4	-0.279866859	NA	NA	4	0
202	30	0.063230351	0.031551115	0.014045852	0.03741235	0.027669772	2.5	0.437602702	NA	4	1	0	0.498986877	0.22213781	0.591683417	1	3.666666667	4.333333333	1	2.5	2.5	3	4	3	4	5	5	NA	NA	NA	0.4	0.4	0.272727273	0.230769231	4.333333333	-1.833333333	0	0	0	0.576923077	0.437602702	0.5	0.5	0.833333333	0.625	0.833333333	0.625	-0.223174161	NA	NA	4	0
205	30	0.110104894	0.070739821	0.067884547	0.026045294	0.054889888	2	0.498523598	NA	4	1	0	0.642476633	0.616544325	0.236549835	1.333333333	2.666666667	4	1.5	2	2	2	4	2	3	4	5	NA	NA	NA	0.75	0.75	0.5	0.333333333	4	-2	0	0	0	0.5	0.498523598	0.5	0.4	1	0.5	1	0.666666667	-0.058234955	NA	NA	4	0
